,y_11,y_12,y_13,y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,ADM2_EN,lat,long
129,High,High,High,High,High,High,High,No,6,Physical business,7,0,0,Kibra,-1.3134,36.782
134,Low,Low,Medium,Low,Medium,Medium,Medium,No,2,Physical business,1,0,1,Kibra,-1.3134,36.782
136,Medium,Medium,Low,Medium,Low,Low,Low,No,0,Physical business,0,0,0,Kibra,-1.3134,36.782
137,Medium,Medium,High,Medium,Medium,High,High,No,5,Physical business,5,0,0,Kibra,-1.3134,36.782
139,Low,Low,Low,Low,Low,Low,Low,No,0,Physical business,0,0,1,Kibra,-1.3134,36.782
140,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Kibra,-1.3134,36.782
141,Low,Low,Low,Low,Low,Low,Low,No,3,Physical business,3,0,0,Kibra,-1.3134,36.782
142,Low,Low,Low,Low,Low,Low,Low,No,0,Online business,0,0,1,Kibra,-1.3134,36.782
143,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,3,Physical business,3,0,0,Kibra,-1.3134,36.782
144,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,10,Physical business,10,0,1,Kibra,-1.3134,36.782
145,Medium,Low,Medium,Medium,Medium,Low,Medium,No,6,Physical business,6,0,1,Kibra,-1.3134,36.782
152,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,2,Online business,2,0,0,Kibra,-1.3134,36.782
155,High,High,High,High,High,High,High,No,0,Physical business,1,0,0,Kibra,-1.3134,36.782
156,Medium,Medium,Medium,Medium,Medium,High,Medium,Yes,3,Online business,3,0,0,Kibra,-1.3134,36.782
163,High,High,Very High,High,High,High,High,No,6,Physical business,13,0,1,Kibra,-1.3134,36.782
164,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,2,0,1,Kibra,-1.3134,36.782
165,High,High,High,High,High,High,High,No,0,Physical business,0,0,1,Kibra,-1.3134,36.782
166,Medium,Low,Medium,Medium,High,Medium,High,No,0,Physical business,1,0,1,Kibra,-1.3134,36.782
170,Very High,High,High,High,High,High,High,No,0,Online business,4,0,1,Kibra,-1.3134,36.782
171,Very High,High,High,High,High,High,High,No,3,Online business,3,0,1,Kibra,-1.3134,36.782
172,Very High,Very High,High,Very High,High,Very High,High,No,0,Physical business,0,0,1,Kibra,-1.3134,36.782
173,Medium,Low,High,Medium,Medium,Low,Medium,No,0,Online business,1,0,1,Kibra,-1.3134,36.782
180,Medium,High,High,High,Medium,Medium,High,No,2,Physical business,0,0,1,Kibra,-1.3134,36.782
181,High,High,High,High,High,High,High,Yes,0,Physical business,1,0,1,Kibra,-1.3134,36.782
233,Very High,High,Very High,Very High,Very High,High,Very High,Yes,4,Online business,4,0,0,Kibra,-1.3134,36.782
249,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Online business,2,0,1,Kibra,-1.3134,36.782
1,Medium,High,High,High,High,High,Medium,No,0,Online business,1,0,1,Langata,-1.3227,36.7635
2,High,High,High,High,High,High,High,No,0,Physical business,11,0,1,Langata,-1.3227,36.7635
3,High,High,Very High,High,High,High,High,No,4,Online business,5,0,0,Langata,-1.3227,36.7635
4,Medium,High,High,High,High,High,Medium,Yes,0,Online business,1,0,1,Langata,-1.3227,36.7635
5,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
6,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,3,Online business,3,0,0,Langata,-1.3227,36.7635
7,High,High,Very High,High,High,High,High,No,0,Online business,13,0,1,Langata,-1.3227,36.7635
8,High,High,Very High,High,High,High,Very High,Yes,0,Physical business,3,0,1,Langata,-1.3227,36.7635
9,High,High,High,High,High,High,Medium,No,3,Physical business,3,0,1,Langata,-1.3227,36.7635
10,Medium,High,High,High,High,High,Medium,No,0,Physical business,9,0,1,Langata,-1.3227,36.7635
11,Medium,High,High,High,Medium,High,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
12,Medium,High,High,High,High,High,Medium,No,1,Physical business,1,0,1,Langata,-1.3227,36.7635
13,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,3,Physical business,13,0,1,Langata,-1.3227,36.7635
14,High,High,High,High,High,High,High,No,0,Online business,2,1,1,Langata,-1.3227,36.7635
15,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,14,Online business,24,0,0,Langata,-1.3227,36.7635
16,Medium,Medium,High,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
17,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
18,High,High,High,High,High,Very High,High,No,0,Physical business,1,0,0,Langata,-1.3227,36.7635
19,Medium,Medium,High,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
20,High,High,Very High,High,Very High,Very High,High,No,2,Physical business,13,0,1,Langata,-1.3227,36.7635
21,Medium,Medium,High,Medium,Medium,High,Medium,No,1,Online business,1,0,0,Langata,-1.3227,36.7635
22,Medium,High,High,High,High,High,High,Yes,6,Physical business,7,0,1,Langata,-1.3227,36.7635
23,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,10,Physical business,10,0,1,Langata,-1.3227,36.7635
24,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Online business,2,0,1,Langata,-1.3227,36.7635
25,Medium,High,High,High,High,High,Medium,Yes,0,Physical business,2,0,1,Langata,-1.3227,36.7635
26,Medium,Medium,High,Medium,High,Medium,Medium,No,0,Physical business,9,0,1,Langata,-1.3227,36.7635
27,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
28,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
29,Medium,High,High,High,Medium,High,High,Yes,0,Online business,10,1,1,Langata,-1.3227,36.7635
30,Very High,Very High,Very High,Very High,Very High,High,Very High,Yes,7,Physical business,7,0,0,Langata,-1.3227,36.7635
31,High,High,High,High,High,High,High,No,0,Online business,3,0,1,Langata,-1.3227,36.7635
32,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Physical business,4,0,1,Langata,-1.3227,36.7635
33,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,2,Online business,8,0,1,Langata,-1.3227,36.7635
34,Medium,Medium,High,Medium,High,High,High,No,0,Online business,3,0,1,Langata,-1.3227,36.7635
35,High,High,High,High,High,High,High,No,0,Physical business,3,0,1,Langata,-1.3227,36.7635
36,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
37,High,High,High,High,High,High,High,No,0,Online business,5,0,1,Langata,-1.3227,36.7635
38,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Physical business,5,0,0,Langata,-1.3227,36.7635
39,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
40,Medium,High,Very High,High,High,High,High,No,0,Physical business,2,0,1,Langata,-1.3227,36.7635
41,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
42,High,High,High,High,High,High,High,No,0,Online business,6,0,1,Langata,-1.3227,36.7635
43,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
44,High,High,High,High,High,High,High,No,1,Physical business,3,0,1,Langata,-1.3227,36.7635
45,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
46,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,20,Physical business,20,0,1,Langata,-1.3227,36.7635
47,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
49,High,High,High,High,High,High,High,No,3,Physical business,4,0,1,Langata,-1.3227,36.7635
50,Very High,Very High,Very High,Very High,Very High,Very High,High,No,0,Physical business,3,0,1,Langata,-1.3227,36.7635
51,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
52,High,High,Very High,High,Very High,Very High,High,No,0,Physical business,8,0,1,Langata,-1.3227,36.7635
53,High,High,High,High,High,High,High,No,0,Online business,1,0,1,Langata,-1.3227,36.7635
54,Medium,High,High,High,Medium,High,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
55,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
56,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Physical business,3,0,1,Langata,-1.3227,36.7635
57,Medium,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
58,Medium,High,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,1,Langata,-1.3227,36.7635
59,High,High,Very High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
60,Medium,High,High,High,High,High,High,No,0,Physical business,6,0,0,Langata,-1.3227,36.7635
61,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Yes,0,Physical business,2,0,1,Langata,-1.3227,36.7635
62,High,High,High,High,High,High,High,No,0,Online business,1,0,1,Langata,-1.3227,36.7635
63,High,High,High,High,High,Very High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
64,High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
65,Medium,High,High,High,High,High,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
66,Medium,Medium,High,Medium,High,Medium,Medium,No,0,Physical business,2,0,1,Langata,-1.3227,36.7635
67,High,High,High,High,High,Very High,High,No,0,Physical business,2,0,1,Langata,-1.3227,36.7635
68,High,High,High,High,High,High,High,No,5,Physical business,26,0,0,Langata,-1.3227,36.7635
69,Very High,Very High,Very High,Very High,Very High,Very High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
70,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
71,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,16,Physical business,33,0,1,Langata,-1.3227,36.7635
72,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,3,Physical business,3,0,0,Langata,-1.3227,36.7635
73,Medium,High,High,High,High,High,Medium,No,0,Physical business,2,0,0,Langata,-1.3227,36.7635
74,High,High,High,High,High,High,High,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
75,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Langata,-1.3227,36.7635
76,Very High,Very High,Very High,Very High,Very High,Very High,High,No,0,Online business,1,0,1,Langata,-1.3227,36.7635
81,Very High,High,High,High,Very High,Very High,Very High,No,7,Online business,7,0,0,Langata,-1.3227,36.7635
82,Medium,Medium,Medium,Medium,Medium,High,Medium,Yes,6,Online business,9,0,1,Langata,-1.3227,36.7635
88,High,Medium,High,High,Medium,Medium,Medium,No,1,Online business,1,0,1,Langata,-1.3227,36.7635
93,High,High,High,High,High,High,High,No,1,Online business,1,0,0,Langata,-1.3227,36.7635
97,High,High,High,High,High,High,High,Yes,0,Online business,1,0,0,Langata,-1.3227,36.7635
101,Medium,Medium,High,Medium,Medium,Low,Medium,No,0,Physical business,1,0,1,Langata,-1.3227,36.7635
102,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,7,0,0,Langata,-1.3227,36.7635
103,High,High,High,High,High,High,High,No,0,Online business,3,0,1,Langata,-1.3227,36.7635
104,Very High,Very High,Very High,Very High,Very High,High,High,No,5,Online business,5,0,0,Langata,-1.3227,36.7635
107,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,0,Physical business,1,0,0,Langata,-1.3227,36.7635
110,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Yes,4,Physical business,6,0,1,Langata,-1.3227,36.7635
133,High,High,High,High,High,High,High,Yes,0,Online business,7,1,1,Langata,-1.3227,36.7635
179,Medium,Medium,High,Medium,High,High,Medium,No,2,Online business,2,0,0,Langata,-1.3227,36.7635
195,Medium,Medium,High,Medium,Medium,Medium,High,No,0,Physical business,1,0,0,Langata,-1.3227,36.7635
736,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,2,Online business,2,0,0,Mathare,-1.2643,36.8509
741,Low,Low,Medium,Low,High,High,Medium,No,0,Physical business,3,0,0,Mathare,-1.2643,36.8509
744,High,High,High,High,High,High,High,Yes,3,Online business,4,0,0,Mathare,-1.2643,36.8509
745,High,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Physical business,12,0,1,Mathare,-1.2643,36.8509
749,High,High,Medium,High,Medium,Medium,Medium,No,3,Physical business,4,0,1,Mathare,-1.2643,36.8509
750,High,High,High,High,Medium,Medium,High,No,6,Physical business,6,0,0,Mathare,-1.2643,36.8509
751,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Mathare,-1.2643,36.8509
753,High,High,Medium,High,Medium,Medium,Medium,No,8,Physical business,8,0,1,Mathare,-1.2643,36.8509
754,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,7,Physical business,7,0,0,Mathare,-1.2643,36.8509
755,Medium,High,Medium,Medium,High,Medium,Medium,Yes,6,Physical business,6,0,1,Mathare,-1.2643,36.8509
756,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,12,Physical business,12,0,1,Mathare,-1.2643,36.8509
757,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,9,Physical business,9,0,1,Mathare,-1.2643,36.8509
758,High,High,Medium,High,High,Medium,High,Yes,5,Physical business,5,0,1,Mathare,-1.2643,36.8509
759,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Physical business,5,0,0,Mathare,-1.2643,36.8509
760,High,High,High,High,High,High,High,Yes,5,Physical business,5,0,0,Mathare,-1.2643,36.8509
761,High,Medium,Low,Medium,Medium,Medium,Medium,No,7,Physical business,7,0,1,Mathare,-1.2643,36.8509
762,High,High,High,High,High,High,High,Yes,11,Physical business,11,0,1,Mathare,-1.2643,36.8509
766,Medium,Medium,High,Medium,High,High,Medium,No,0,Online business,6,0,1,Mathare,-1.2643,36.8509
767,High,Medium,High,High,High,Medium,Medium,No,0,Physical business,4,0,1,Mathare,-1.2643,36.8509
787,High,Medium,High,High,High,High,High,No,2,Physical business,2,0,0,Mathare,-1.2643,36.8509
796,High,High,Medium,High,High,Medium,Medium,No,0,Online business,5,0,1,Mathare,-1.2643,36.8509
799,High,Medium,Medium,Medium,Medium,Low,Low,Yes,18,Online business,35,0,1,Mathare,-1.2643,36.8509
802,Medium,Medium,Medium,Medium,Medium,High,Medium,No,2,Physical business,2,0,1,Mathare,-1.2643,36.8509
806,High,High,Medium,High,High,Medium,Medium,Yes,14,Physical business,14,0,0,Mathare,-1.2643,36.8509
807,Medium,Medium,High,Medium,Medium,High,Medium,No,3,Physical business,4,0,1,Mathare,-1.2643,36.8509
808,Medium,Medium,Low,Medium,Medium,Low,Low,No,0,Physical business,3,0,1,Mathare,-1.2643,36.8509
811,High,High,Medium,High,Medium,Medium,Medium,Yes,2,Online business,4,0,0,Mathare,-1.2643,36.8509
816,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,0,Mathare,-1.2643,36.8509
820,Medium,Medium,High,Medium,High,High,High,No,0,Online business,3,0,1,Mathare,-1.2643,36.8509
821,Medium,Low,Medium,Medium,Medium,Medium,Medium,Yes,6,Online business,10,0,0,Mathare,-1.2643,36.8509
822,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,3,Physical business,3,0,1,Mathare,-1.2643,36.8509
823,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,2,Physical business,1,0,1,Mathare,-1.2643,36.8509
824,Medium,High,Medium,Medium,Medium,Medium,Medium,No,5,Online business,5,1,1,Mathare,-1.2643,36.8509
825,Medium,Medium,Medium,Medium,Medium,Medium,Low,No,0,Online business,3,0,1,Mathare,-1.2643,36.8509
826,High,High,Medium,High,Medium,Medium,Medium,No,8,Online business,15,0,1,Mathare,-1.2643,36.8509
829,Medium,Medium,Medium,Medium,Medium,Medium,High,No,7,Online business,7,0,1,Mathare,-1.2643,36.8509
830,High,High,High,High,High,High,High,No,0,Physical business,4,0,1,Mathare,-1.2643,36.8509
867,Medium,Medium,Medium,Medium,High,Medium,High,No,1,Online business,4,0,1,Mathare,-1.2643,36.8509
1001,Medium,High,High,High,High,Medium,Medium,No,0,Physical business,2,0,1,Mathare,-1.2643,36.8509
1002,High,Medium,Medium,Medium,Medium,High,High,No,0,Physical business,2,0,1,Mathare,-1.2643,36.8509
526,High,Medium,Medium,Medium,High,Medium,Medium,No,3,Physical business,6,1,1,Roysambu,-1.2275,36.8852
694,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,34,Physical business,54,0,0,Roysambu,-1.2275,36.8852
897,High,High,High,High,High,Medium,High,Yes,6,Online business,8,0,1,Roysambu,-1.2275,36.8852
925,High,High,High,High,High,High,High,Yes,1,Online business,1,0,1,Roysambu,-1.2275,36.8852
936,Very High,High,High,High,High,High,High,Yes,13,Online business,15,0,1,Roysambu,-1.2275,36.8852
938,High,High,Medium,High,Medium,High,High,No,5,Physical business,5,0,1,Roysambu,-1.2275,36.8852
970,High,High,High,High,High,High,High,Yes,0,Online business,7,0,1,Roysambu,-1.2275,36.8852
979,Medium,Medium,High,Medium,High,High,High,Yes,2,Online business,2,0,1,Roysambu,-1.2275,36.8852
980,Medium,High,High,High,High,Medium,Low,No,4,Online business,4,1,1,Roysambu,-1.2275,36.8852
982,High,Medium,Medium,Medium,Medium,Medium,High,No,14,Physical business,17,0,1,Roysambu,-1.2275,36.8852
996,High,High,High,High,High,High,Medium,Yes,0,Physical business,12,0,1,Roysambu,-1.2275,36.8852
997,Medium,Low,High,Medium,High,Medium,High,No,0,Online business,4,0,0,Roysambu,-1.2275,36.8852
1003,Very High,High,High,High,High,High,High,Yes,4,Online business,4,0,1,Roysambu,-1.2275,36.8852
1004,Medium,Medium,High,Medium,High,Medium,Low,No,0,Online business,2,0,0,Roysambu,-1.2275,36.8852
1005,High,Medium,High,High,High,Medium,High,Yes,3,Online business,3,1,0,Roysambu,-1.2275,36.8852
1006,High,High,Medium,High,High,High,High,Yes,4,Online business,4,0,0,Roysambu,-1.2275,36.8852
1007,High,High,Very High,High,Very High,Medium,Medium,No,2,Online business,3,0,0,Roysambu,-1.2275,36.8852
1009,Medium,High,High,High,High,Medium,High,Yes,2,Online business,4,0,1,Roysambu,-1.2275,36.8852
1012,High,High,High,High,High,High,High,No,5,Physical business,7,0,1,Roysambu,-1.2275,36.8852
1013,High,High,Medium,High,Medium,Medium,High,No,2,Physical business,2,0,1,Roysambu,-1.2275,36.8852
1014,Very High,High,High,High,High,Very High,Very High,No,2,Online business,2,0,1,Roysambu,-1.2275,36.8852
1019,High,High,High,High,High,High,High,Yes,3,Online business,3,1,1,Roysambu,-1.2275,36.8852
1023,Very High,Very High,Very High,Very High,Very High,Low,High,Yes,0,Online business,2,0,1,Roysambu,-1.2275,36.8852
1025,Medium,Medium,Medium,Medium,Medium,Medium,High,No,1,Physical business,1,0,1,Roysambu,-1.2275,36.8852
1027,High,High,High,High,High,Very High,Very High,No,0,Physical business,3,0,0,Roysambu,-1.2275,36.8852
1028,Medium,Low,Medium,Medium,High,Very High,Medium,No,2,Physical business,4,1,0,Roysambu,-1.2275,36.8852
1029,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,1,0,0,Roysambu,-1.2275,36.8852
1032,High,Medium,High,High,High,Low,High,No,1,Online business,1,0,0,Roysambu,-1.2275,36.8852
1033,High,Very High,High,High,Very High,High,High,No,1,Physical business,4,0,1,Roysambu,-1.2275,36.8852
1035,High,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,2,0,0,Roysambu,-1.2275,36.8852
1041,High,High,High,High,High,High,High,No,2,Physical business,2,1,0,Roysambu,-1.2275,36.8852
1059,Medium,High,Medium,Medium,Medium,Medium,High,No,3,Online business,3,0,0,Roysambu,-1.2275,36.8852
1065,Medium,High,High,High,High,High,High,Yes,27,Physical business,30,1,0,Roysambu,-1.2275,36.8852
1070,High,High,High,High,High,Medium,Medium,No,0,Physical business,1,0,1,Roysambu,-1.2275,36.8852
1078,High,Medium,High,High,Medium,Medium,Medium,No,1,Physical business,1,0,0,Roysambu,-1.2275,36.8852
1084,High,Medium,High,High,High,Medium,High,No,0,Online business,2,0,0,Roysambu,-1.2275,36.8852
1092,Medium,Medium,High,Medium,High,High,High,No,0,Physical business,1,0,0,Roysambu,-1.2275,36.8852
1096,Low,Low,Low,Low,Low,Low,Low,No,0,Physical business,0,0,0,Roysambu,-1.2275,36.8852
1098,Low,Low,Low,Low,Low,Low,Low,No,0,other,2,0,1,Roysambu,-1.2275,36.8852
1099,High,Medium,Medium,Medium,High,Medium,High,No,6,Online business,5,1,0,Roysambu,-1.2275,36.8852
1100,High,Medium,High,High,High,Medium,High,No,1,Physical business,1,0,0,Roysambu,-1.2275,36.8852
1105,Medium,High,High,High,High,High,High,No,0,Physical business,1,0,1,Roysambu,-1.2275,36.8852
1108,High,High,Medium,High,High,High,High,No,0,Physical business,3,0,0,Roysambu,-1.2275,36.8852
1112,High,High,High,High,High,High,High,No,3,Online business,3,0,1,Roysambu,-1.2275,36.8852
1113,Medium,Medium,Medium,Medium,High,High,Medium,No,0,Online business,1,0,0,Roysambu,-1.2275,36.8852
1115,Very High,High,High,High,High,High,High,Yes,10,Physical business,10,0,1,Roysambu,-1.2275,36.8852
1116,Medium,Medium,Medium,Medium,Medium,High,Very High,No,0,Physical business,2,0,1,Roysambu,-1.2275,36.8852
1117,Medium,High,High,High,Medium,High,High,No,16,Physical business,16,1,1,Roysambu,-1.2275,36.8852
1118,Medium,Medium,High,Medium,High,High,High,No,1,Physical business,2,0,1,Roysambu,-1.2275,36.8852
1119,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,0,Online business,3,0,1,Roysambu,-1.2275,36.8852
1120,Medium,Medium,High,Medium,High,Medium,High,No,11,Physical business,11,1,0,Roysambu,-1.2275,36.8852
1121,High,High,High,High,High,High,Medium,No,3,Online business,4,0,0,Roysambu,-1.2275,36.8852
1122,Medium,High,High,High,High,High,High,No,34,Online business,44,0,0,Roysambu,-1.2275,36.8852
1123,High,High,High,High,Medium,High,High,No,0,Online business,1,0,0,Roysambu,-1.2275,36.8852
1124,Medium,High,Medium,Medium,Medium,Medium,Medium,No,2,Online business,2,1,1,Roysambu,-1.2275,36.8852
1125,High,Medium,High,High,Very High,High,High,No,0,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1126,Medium,Medium,Medium,Medium,High,High,High,No,2,Online business,4,0,0,Roysambu,-1.2275,36.8852
1127,High,Medium,Medium,Medium,Low,High,High,No,12,Physical business,13,0,1,Roysambu,-1.2275,36.8852
1128,Medium,Medium,Low,Medium,Medium,Medium,High,No,0,Online business,4,1,1,Roysambu,-1.2275,36.8852
1129,Medium,Medium,Low,Medium,Low,Medium,Medium,No,0,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1130,High,High,Medium,High,High,High,High,No,19,Physical business,19,0,0,Roysambu,-1.2275,36.8852
1131,Medium,Very Low,Low,Low,Low,Low,Low,No,0,Physical business,2,0,1,Roysambu,-1.2275,36.8852
1132,High,High,Very High,High,High,Medium,High,No,0,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1133,Medium,Medium,High,Medium,High,High,Medium,No,2,Physical business,2,1,1,Roysambu,-1.2275,36.8852
1134,Medium,Medium,Medium,Medium,High,Medium,High,No,0,Online business,1,0,1,Roysambu,-1.2275,36.8852
1135,High,High,High,High,High,Medium,Very High,No,2,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1136,Medium,Medium,High,Medium,Medium,Very High,Medium,No,0,Physical business,4,1,0,Roysambu,-1.2275,36.8852
1137,High,Medium,Medium,Medium,Medium,Very High,High,No,1,Physical business,1,0,0,Roysambu,-1.2275,36.8852
1138,Medium,High,High,High,Very High,High,Medium,No,0,Physical business,2,1,1,Roysambu,-1.2275,36.8852
1139,High,High,High,High,High,High,Medium,Yes,7,Online business,7,1,1,Roysambu,-1.2275,36.8852
1140,High,High,High,High,High,High,High,No,5,Online business,5,0,1,Roysambu,-1.2275,36.8852
1141,Low,Low,Low,Low,Low,Low,Low,No,0,Physical business,0,0,1,Roysambu,-1.2275,36.8852
1142,High,Very High,High,High,High,Medium,Low,No,0,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1143,High,Medium,High,High,High,High,Very High,No,0,Physical business,4,0,0,Roysambu,-1.2275,36.8852
1144,High,Medium,High,High,High,High,Medium,No,0,Online business,1,0,1,Roysambu,-1.2275,36.8852
1145,High,Medium,High,High,Medium,High,Medium,No,0,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1146,Medium,High,High,High,High,High,High,Yes,2,Physical business,2,0,1,Roysambu,-1.2275,36.8852
1147,High,High,Medium,High,Medium,Medium,High,No,0,Physical business,1,0,0,Roysambu,-1.2275,36.8852
1148,Medium,High,Medium,Medium,High,High,Medium,No,16,Online business,52,1,0,Roysambu,-1.2275,36.8852
1149,High,High,High,High,High,Medium,Very High,No,11,Physical business,11,1,1,Roysambu,-1.2275,36.8852
1150,Very High,High,Very High,Very High,High,High,Very High,No,0,Physical business,3,1,1,Roysambu,-1.2275,36.8852
1151,Medium,High,Very High,High,High,High,Medium,No,0,Physical business,6,0,0,Roysambu,-1.2275,36.8852
1152,Very High,Very High,High,Very High,High,High,High,No,13,Physical business,16,1,1,Roysambu,-1.2275,36.8852
1153,High,High,High,High,High,High,Medium,No,31,Online business,31,1,1,Roysambu,-1.2275,36.8852
1154,High,High,High,High,High,Medium,High,No,0,Physical business,1,0,1,Roysambu,-1.2275,36.8852
1155,Low,Low,Low,Low,Low,Low,Low,No,0,other,0,0,1,Roysambu,-1.2275,36.8852
1156,Low,Very Low,Low,Low,Very Low,Low,Low,No,0,Physical business,0,0,1,Roysambu,-1.2275,36.8852
1157,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Roysambu,-1.2275,36.8852
1158,Medium,High,Medium,Medium,High,Medium,Medium,No,0,Physical business,4,1,0,Roysambu,-1.2275,36.8852
1159,Medium,High,High,High,High,Medium,High,No,3,Physical business,3,1,1,Roysambu,-1.2275,36.8852
1160,High,High,Very High,High,Very High,High,High,Yes,9,Physical business,9,0,1,Roysambu,-1.2275,36.8852
1161,Medium,High,High,High,Medium,Medium,Very High,No,3,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1162,High,High,High,High,High,Medium,High,No,2,Physical business,3,0,1,Roysambu,-1.2275,36.8852
1163,High,High,High,High,High,High,Medium,Yes,5,Physical business,12,0,1,Roysambu,-1.2275,36.8852
1164,High,Medium,Very High,High,Very High,High,High,No,4,Online business,5,0,1,Roysambu,-1.2275,36.8852
1165,High,High,High,High,High,High,Very High,No,2,Physical business,2,0,1,Roysambu,-1.2275,36.8852
1166,Medium,High,High,High,High,Medium,Medium,Yes,10,Online business,10,0,1,Roysambu,-1.2275,36.8852
1167,High,High,High,High,High,High,High,Yes,5,Physical business,17,1,0,Roysambu,-1.2275,36.8852
1168,High,High,High,High,High,High,High,No,12,Physical business,18,1,1,Roysambu,-1.2275,36.8852
1169,High,Medium,High,High,High,High,High,No,2,Online business,3,0,1,Roysambu,-1.2275,36.8852
1170,Medium,Medium,High,Medium,Medium,Medium,Medium,No,6,Online business,7,0,1,Roysambu,-1.2275,36.8852
1171,High,High,High,High,High,High,High,No,0,Physical business,4,1,1,Roysambu,-1.2275,36.8852
